# Fundamentals snapshot — source: stockanalysis.com, prices/close Jun 25 2026.
# Reproducible INPUT for scoring/score_holdings.py. Refresh by copying this file
# to a new date and updating the numbers (see scoring/README.md / AGENTS.md).
# The loader skips these leading '#' lines.
#
# Columns:
#   ticker
#   mktcap_b          : market cap, USD billions. FX applied: EUR ~1.08,
#                       KRW ~1350/USD, HKD ~7.8/USD (foreign caps converted).
#   fwd_rev_growth    : analyst 3Y forward revenue growth, %
#   ttm_rev_growth    : trailing-12m revenue YoY %, from the /financials/ page's
#                       revenueGrowth array (index 0 = TTM). Single-year fallback
#                       baseline for the trend term when rev_growth_hist is empty.
#   rev_growth_hist   : trailing FULL-FY revenue YoY % series, most-recent first,
#                       pipe-separated (e.g. CCJ '11.04|21.18|38.53|26.65|-18.06').
#                       Sourced with ttm by `score_holdings.py --fill-ttm`. Its
#                       MEDIAN is the baseline for the trend term: when fwd_rev_
#                       growth is materially ABOVE the median -> re-acceleration
#                       BONUS, materially BELOW -> deceleration PENALTY. Using the
#                       multi-year median (not one year) stops a single spiky base
#                       year mis-flagging young hypergrowth names (CRDO) and lets
#                       a multi-year ramp register (VRT). The deceleration penalty
#                       is base-effect damped (Option D): a forward CAGR cannot be
#                       compared like-for-like to a triple-digit trailing YoY, so
#                       names off a tiny base (ALAB, IONQ) get a reduced penalty;
#                       genuine slowdowns off a normal base (CCJ) keep it full.
#                       Kept OUTSIDE the numeric schema (no effect on data%).
#                       Blank only for pre-revenue names with no FY history.
#   fwd_eps_growth    : analyst 3Y forward EPS growth, %
#   gross_margin      : gross margin %, ttm
#   net_margin        : GAAP profit margin %, ttm. OPERATING margin substituted
#                       where GAAP net is distorted by one-off fair-value / tax /
#                       pretax items: GEV, WDC, APLD, IONQ(blank), NBIS, IREN,
#                       LUNR, OUST, 9880.HK. Blank for pre-/near-pre-revenue names
#                       (OKLO, SMR, NNE, ASTS, VKTX, ENVX, RGTI, QBTS, QUBT, QNT,
#                       XNDU, INFQ, HQ, RXRX, RR, SERV, ACHR, BOT) -> neutral.
#   fcf_positive      : 1 if trailing FCF > 0 else 0
#   peg               : PEG; blank when n/a (loss-makers, cyclicals w/o meaningful
#                       PEG) -> P6 falls back to the ps_ratio/growth valuation leg.
#   ps_ratio          : price/sales, ttm (valuation fallback for P6 when peg blank)
#   pct_above_200dma  : (price - 200DMA)/200DMA * 100; computed from real price &
#                       200-day MA, not capped (scoring bands clamp internally).
#                       Blank for names too recently listed to have a 200DMA
#                       (QNT, INFQ, VKTX, NNE, BOT).
#   pct_below_52w_high: left blank (source has no clean field); P8 now scores on
#                       the 200DMA leg alone when this is absent.
#   eps_beat_rate     : 0..1 fraction of recent quarters beaten; blank = neutral.
#                       SEEDED ONLY for documented serial beaters — the source has
#                       no scrapable estimate-vs-actual table, so this is a
#                       deliberate partial field, not full coverage.
#   eps_beat_streak   : consecutive recent EPS beats; blank = neutral.
#   WBD fwd_rev_growth: left blank on purpose. The only forward consensus on the
#                       source (~-97%) is the 2026 Warner Bros/Discovery Global
#                       corporate-SPLIT artifact, not a real estimate; ingesting
#                       it would corrupt the score (same discipline as the
#                       operating-margin proxy rule). WBD stays ~80% coverage.
#
ticker,mktcap_b,fwd_rev_growth,ttm_rev_growth,fwd_eps_growth,gross_margin,net_margin,fcf_positive,peg,ps_ratio,pct_above_200dma,pct_below_52w_high,eps_beat_rate,eps_beat_streak,rev_growth_hist,net_margin_hist
MNST,94.81,15.17,18.06,15.14,55.471,23.108,1,3.589,10.72,25.6,,,,10.7|4.94|13.13|13.89|20.5,22.97|20.14|22.84|18.88|24.86
ADP,89.55,6.15,6.92,10.63,48.497,20.118,1,,4.137,-7.0,,,,7.07|6.61|9.18|9.95|2.85,19.84|19.54|18.94|17.87|17.32
CSX,88.97,5.12,-0.92,19.02,46.816,21.553,,1.624,6.258,21.2,,,,-3.08|-0.8|-1.32|18.62|18.32,20.5|23.87|25.03|27.7|30.19
CMCSA,88.63,-1.56,1.39,-18.48,70.13,15.004,1,,0.709,-12.6,,,,-0.02|1.78|0.12|4.33|12.38,15.89|12.83|12.43|4.06|11.89
MDLZ,76.76,3.65,7.79,4.57,28.771,6.638,1,2.51,1.985,1.8,,,,5.75|1.18|14.35|9.67|8.05,5.79|13.15|12.06|7.5|11.07
ORLY,76.10,7.21,7.92,9.64,51.632,14.303,1,1.92,4.076,-3.4,,,,6.42|5.67|9.73|8.12|14.85,14.27|14.28|14.84|15.08|16.24
AEP,74.47,7.66,11.28,6.45,47.243,16.289,0,2.506,3.323,10.5,,,,10.93|3.89|-3.35|16.96|12.56,16.9|15.09|11.66|11.74|14.82
NXPI,69.83,14.76,2.37,25.35,55.632,21.031,1,1.09,5.446,17.5,,,,-2.73|-4.99|0.54|19.36|28.46,24.59|28.28|31.52|32.76|-3.94
CTAS,67.96,8.56,8.71,11.33,50.362,17.568,1,2.884,6.237,-8.5,,,,7.75|8.86|12.24|10.37|0.44,17.53|16.38|15.29|15.73|15.61
WBD,67.72,,-2.95,0.00,45.748,-4.665,1,,1.801,5.6,,,,-5.15|-4.84|22.19|177.39|14.24,2.01|-29.2|-7.45|-21.58|9.82
ROST,67.35,10.51,11.86,17.65,32.74,9.74,1,2.354,2.877,8.8,,,,7.67|3.69|8.99|-1.17|50.95,9.43|9.89|9.2|8.09|9.11
REGN,64.42,10.72,5.92,4.37,43.885,29.648,1,1.203,4.33,-9.4,,,,0.99|8.27|7.76|-24.26|89.14,31.41|31.07|30.14|35.64|50.25
PCAR,62.56,,-14.16,13.43,13.583,8.913,1,1.076,2.286,5.5,,,,-15.5|-4.17|21.89|22.52|25.6,8.35|12.36|13.1|10.45|7.93
BKR,55.95,-2.19,0.2,-11.34,23.644,11.171,1,1.987,2.012,1.5,,,,-0.34|9.11|20.56|3.19|-0.98,9.46|10.81|7.72|-2.73|-1.61
FAST,54.03,11.28,10.94,13.85,44.893,15.392,1,3.273,6.405,6.2,,,,8.67|2.71|5.24|16.13|6.44,15.35|15.25|15.72|15.57|15.39
EA,51.40,9.45,0.91,12.65,78.967,11.778,1,1.778,6.83,2.3,,,,0.91|-1.31|1.83|6.22|24.2,11.78|15.02|16.83|10.8|11.29
XEL,50.95,7.83,7.93,8.21,45.928,14.144,0,2.16,3.472,3.7,,,,9.14|-5.38|-7.21|13.99|16.53,13.76|14.4|12.47|11.34|11.89
FANG,50.90,28.33,18.09,51.25,72.246,1.964,1,0.96,3.5,7.6,,,,35.78|31.55|-12.77|41.87|141.63,10.3|33.44|39.66|47.31|33.49
FER,49.92,4.14,5.24,9.49,87.442,9.224,1,,4.417,3.2,,,,5.24|7.43|12.77|9.28|5.79,6.7|44.16|6.04|-0.29|9.0
EXC,48.03,4.62,4.58,3.09,42.641,11.212,0,2.566,1.957,2.2,,,,5.34|5.99|13.88|6.35|7.65,11.41|10.68|10.71|10.77|9.01
TTWO,45.46,29.11,18.15,65.69,57.671,-4.48,1,0.798,6.653,6.4,,,,18.15|5.31|-0.01|52.64|3.91,-4.48|-79.5|-69.99|-21.02|11.93
KDP,45.30,58.07,9.19,11.47,53.777,10.812,1,1.497,2.682,18.7,,,,8.16|3.62|5.38|10.83|9.17,12.52|9.39|14.72|10.21|-0.01
ODFL,45.23,5.42,-4.77,12.63,38.946,18.461,1,2.42,8.355,22.1,,,,-5.48|-0.88|-6.29|19.1|30.91,18.62|20.4|21.13|22.0|19.68
CCEP,44.64,2.83,2.27,3.76,35.577,9.291,1,,1.819,7.8,,,,2.27|11.67|5.67|25.85|29.77,9.47|7.07|9.12|8.78|7.18
IDXX,43.25,9.35,13.08,11.81,62.053,24.634,1,2.939,9.752,-13.3,,,,10.42|6.46|8.72|4.73|18.79,24.62|22.78|23.08|20.17|23.17
ADSK,41.61,13.76,18.28,20.94,92.434,19.488,1,0.758,5.664,-25.9,,,,17.53|11.53|9.83|14.11|15.73,15.6|18.14|16.48|16.44|11.33
ALNY,39.25,51.36,82.57,87.11,80.827,12.55,1,,9.074,-20.4,,,,65.19|22.97|76.23|22.88|71.31,8.45|-12.37|-24.08|-109.04|-101.01
TRI,36.63,8.17,5.36,11.13,39.462,19.927,1,,4.78,-30.6,,,,3.0|6.83|2.52|4.4|6.08,20.21|29.65|23.12|27.51|-8.71
PAYX,35.27,5.40,16.88,8.19,74.286,27.029,1,,5.474,-6.0,,,,16.88|5.56|5.42|8.57|13.68,27.03|29.74|32.03|31.1|30.2
ROP,33.52,8.13,12.07,9.66,69.404,21.123,1,1.935,4.207,-17.1,,,,12.26|13.94|15.0|11.13|20.17,19.44|22.01|22.15|18.35|16.66
GEHC,29.57,5.63,5.96,6.21,39.144,9.1,1,1.88,1.426,-12.6,,,,4.84|0.61|6.6|4.3|2.45,10.44|10.42|8.25|10.72|13.04
KHC,28.65,-2.00,-1.75,-20.93,33.974,-23.049,1,4.42,1.125,0.8,,,,-3.5|-2.98|0.58|1.7|-0.55,-23.45|10.62|10.68|8.94|3.93
DXCM,27.02,12.07,16.15,24.05,61.504,19.311,1,1.195,5.668,4.1,,,,15.6|11.34|24.49|18.84|27.08,17.94|14.29|14.95|11.73|8.86
CPRT,26.87,-2.30,1.05,-32.08,47.523,33.482,1,1.721,5.882,-23.3,,,,9.68|9.49|10.53|30.02|22.08,33.32|32.15|31.99|31.14|34.78
KKR,79.54,-59.69,34.83,23.97,55.542,11.681,0,,3.158,-20.6,,,,-11.04|50.9|154.19|-64.84|283.51,31.57|22.42|36.95|-7.32|76.74
AZN.L,281.10,7.80,,12.46,81.505,17.189,1,1.501,4.852,4.6,,,,,
SHEL.L,204.47,23.71,,68.23,25.858,7.014,1,0.588,0.798,-2.2,,,,,
HSBA.L,308.80,5.36,,13.05,,34.977,,1.15,5.051,17.6,,,,,
ULVR.L,125.90,2.06,,3.91,46.946,18.749,1,3.592,2.258,-4.3,,,,,
BP.L,91.80,20.33,,85.53,28.91,1.663,1,0.7,0.496,-2.5,,,,,
RIO.L,156.50,10.47,,28.65,28.124,17.291,1,1.262,2.887,10.1,,,,,
GSK.L,100.02,3.46,,3.63,72.868,17.782,1,1.696,2.41,5.1,,,,,
DGE.L,44.37,-3.04,,-1.76,60.003,12.189,1,4.255,2.382,-4.2,,,,,
REL.L,52.70,5.74,,10.37,66.288,21.533,1,1.589,4.342,-16.5,,,,,
BATS.L,129.95,2.32,,1.97,82.651,30.316,1,2.021,4.009,9.8,,,,,
GLEN.L,76.33,17.05,,203.40,2.474,0.147,0,0.13,0.328,9.8,,,,,
LSEG.L,49.69,5.73,,13.48,88.091,13.364,1,1.261,4.2,-7.8,,,,,
NG.L,78.45,13.10,,13.83,100.0,18.324,0,1.533,3.504,3.6,,,,,
BA.L,64.93,17.21,,10.41,13.213,7.277,1,1.72,1.81,-7.8,,,,,
RR.L,146.93,6.29,,26.07,27.868,27.543,1,2.4,5.473,17.3,,,,,
VOD.L,30.79,9.86,,-7.71,31.47,-0.981,1,0.805,0.689,0.5,,,,,
BARC.L,87.22,6.65,,22.72,,26.768,,0.517,2.543,16.3,,,,,
LLOY.L,80.15,10.49,,43.33,,26.495,,0.539,3.309,13.1,,,,,
PRU.L,31.79,121.71,,15.88,41.388,27.573,1,0.731,2.343,-8.3,,,,,
TSCO.L,36.56,1.72,,6.54,7.626,2.424,1,1.69,0.392,1.1,,,,,
7203.T,208.05,4.25,,0.00,16.71,7.592,1,1.189,0.644,-13.1,,,,,
6758.T,124.14,1.83,,0.00,31.244,-2.619,1,2.326,1.562,-13.0,,,,,
8306.T,230.20,106.77,,0.00,,28.508,0,,4.245,19.8,,,,,
6861.T,120.80,14.41,,0.00,83.019,38.073,1,3.684,16.22,26.2,,,,,
9984.T,213.95,7.27,,0.00,51.498,64.143,0,,4.307,18.8,,,,,
6098.T,99.88,9.45,,0.00,59.183,13.44,1,1.187,4.241,37.8,,,,,
9983.T,164.91,15.00,,0.00,54.169,13.06,1,4.343,7.063,34.5,,,,,
8035.T,216.42,32.33,,0.00,45.339,23.509,1,2.433,13.905,85.9,,,,,
4063.T,82.10,10.24,,0.00,34.219,18.433,1,1.339,5.008,21.3,,,,,
6501.T,128.29,6.68,,0.00,30.033,7.579,1,1.339,1.903,-7.1,,,,,
7974.T,50.92,1.13,,0.00,39.297,18.333,1,2.01,3.456,-32.3,,,,,
9433.T,65.88,4.92,,0.00,42.666,11.646,1,1.735,1.704,3.7,,,,,
8058.T,102.94,5.92,,0.00,8.781,4.232,1,1.394,0.854,1.1,,,,,
8001.T,81.63,4.64,,0.00,16.734,6.074,1,,0.865,-3.8,,,,,
6902.T,32.37,1.92,,0.00,15.512,5.885,1,0.957,0.674,-8.4,,,,,
7267.T,36.60,5.19,,0.00,16.531,-1.945,,1.126,0.264,-1.1,,,,,
4519.T,79.39,10.26,,0.00,71.449,35.021,1,1.666,9.654,-6.2,,,,,
6594.T,19.06,1.72,,0.00,19.373,4.586,1,1.166,1.144,10.2,,,,,
8316.T,154.01,96.60,,0.00,,26.129,0,0.666,3.991,23.2,,,,,
9432.T,75.75,4.68,,0.00,11.841,7.197,0,1.398,0.825,-5.3,,,,,
MC.PA,265.77,,,1.79,66.242,13.462,1,2.216,3.045,-9.3,,,,,
OR.PA,223.68,5.27,,7.40,74.318,13.909,1,3.116,4.701,4.1,,,,,
RMS.PA,184.10,4.84,,3.15,71.11,28.271,1,3.332,10.653,-16.8,,,,,
TTE.PA,163.98,15.49,,64.38,38.448,8.201,1,0.667,0.952,7.2,,,,,
SAN.PA,97.31,,,8.75,72.357,15.954,1,1.076,1.903,-6.4,,,,,
AIR.PA,163.15,9.68,,4.68,15.366,6.913,1,1.745,2.083,1.0,,,,,
SU.PA,167.52,8.30,,15.21,42.078,10.368,1,1.83,3.863,10.9,,,,,
EL.PA,83.74,8.19,,7.66,59.738,8.125,1,2.038,2.721,-32.4,,,,,
AI.PA,118.41,4.37,,10.19,64.175,13.058,1,2.535,4.07,10.5,,,,,
BNP.PA,120.02,6.02,,3.44,,25.45,,0.854,2.264,19.1,,,,,
CS.PA,96.36,20.59,,6.80,14.504,10.346,1,1.966,0.942,9.2,,,,,
DG.PA,75.47,1.46,,5.33,17.764,6.477,1,1.977,0.923,1.9,,,,,
SAF.PA,148.97,14.68,,32.73,48.036,23.011,1,1.85,4.423,11.1,,,,,
BN.PA,49.86,2.84,,2.74,50.618,6.689,1,3.535,1.692,0.9,,,,,
KER.PA,35.37,,,50.27,72.641,0.491,1,0.865,2.231,-4.0,,,,,
CAP.PA,16.44,7.00,,,27.042,7.127,1,0.899,0.678,-23.0,,,,,
LR.PA,40.92,13.71,,14.47,50.374,13.205,1,2.414,3.89,3.1,,,,,
ENGI.PA,71.73,6.95,,1.29,31.912,5.319,0,4.154,0.923,12.7,,,,,
ORA.PA,48.77,10.68,,19.15,36.919,1.332,0,0.329,1.118,5.8,,,,,
RY.TO,292.16,7.44,,11.46,,33.687,1,1.578,6.091,25.5,,,,,
TD.TO,205.04,7.58,,15.61,,25.194,1,1.295,4.747,29.7,,,,,
ENB.TO,127.18,5.37,,-3.79,38.861,10.0,1,5.368,2.523,11.9,,,,,
BN.TO,99.22,-90.86,,13.16,32.273,1.689,0,,1.231,-4.3,,,,,
CNR.TO,75.84,3.87,,3.17,56.661,27.228,1,2.249,6.013,19.5,,,,,
CP.TO,80.63,6.45,,11.36,53.851,27.209,1,1.664,7.372,13.3,,,,,
BMO.TO,127.13,6.94,,19.24,,28.057,1,1.084,5.022,28.8,,,,,
CNQ.TO,85.07,18.01,,67.87,48.668,25.134,1,0.616,3.017,3.7,,,,,
BNS.TO,109.58,5.02,,16.94,,27.905,1,1.05,4.387,22.0,,,,,
TRP.TO,75.17,4.81,,3.68,69.18,22.227,1,5.823,6.654,18.8,,,,,
SU.TO,65.87,25.75,,114.78,58.785,12.394,1,2.828,1.767,5.2,,,,,
ATD.TO,62.63,10.22,,6.99,18.899,4.109,1,2.144,0.82,19.4,,,,,
CM.TO,107.67,11.69,,19.43,,33.976,0,1.227,5.105,21.2,,,,,
MFC.TO,69.67,85.78,,6.30,50.317,20.038,1,,2.98,15.8,,,,,
CSU.TO,43.59,18.99,,42.75,37.407,6.115,1,0.867,3.521,-8.4,,,,,
TRI.TO,37.93,8.17,,11.13,39.462,19.927,1,1.402,4.858,-28.6,,,,,
FNV.TO,43.12,50.77,,61.29,91.824,65.666,0,1.84,20.272,-4.2,,,,,
NTR.TO,30.33,8.66,,27.35,32.269,8.881,1,1.543,1.107,-5.6,,,,,
NESN.SW,238.05,-1.25,,,45.826,10.05,1,3.684,2.384,8.2,,,,,
ROG.SW,286.07,,,,74.49,20.33,1,2.179,4.064,9.5,,,,,
NOVN.SW,256.85,,,-2.59,75.554,23.921,1,2.087,5.094,11.7,,,,,
UBSG.SW,134.99,8.12,,15.97,,17.764,,0.709,2.952,18.6,,,,,
ZURN.SW,97.75,8.64,,2.42,23.815,9.302,1,4.259,1.518,5.0,,,,,
ABBN.SW,170.32,13.04,,19.89,40.374,14.335,1,2.226,5.528,28.2,,,,,
LONN.SW,41.49,9.26,,21.60,35.967,-4.211,0,1.642,5.717,3.1,,,,,
SIKA.SW,29.88,,,10.98,54.936,9.32,1,3.497,2.401,5.1,,,,,
GIVN.SW,34.79,1.37,,4.93,43.522,14.334,1,5.822,4.191,10.0,,,,,
ALC.SW,29.91,6.98,,12.94,56.141,7.702,1,,3.156,-9.1,,,,,
CFR.SW,122.11,8.07,,14.70,64.389,15.54,1,2.217,5.3,19.8,,,,,
SREN.SW,41.76,,,3.15,20.421,11.745,,19.688,1.105,-2.6,,,,,
HOLN.SW,46.14,4.67,,15.16,42.343,83.815,1,1.405,2.641,0.1,,,,,
GEBN.SW,19.94,1.87,,4.93,73.641,19.204,,5.972,5.684,-7.2,,,,,
PGHN.SW,18.67,-1.24,,-4.12,68.072,49.346,1,2.167,6.578,-29.5,,,,,
SLHN.SW,27.57,9.31,,8.95,34.651,10.537,1,3.332,2.119,2.3,,,,,
SOON.SW,12.83,5.76,,-1.22,73.721,11.942,1,2.197,3.203,-6.1,,,,,
BAER.SW,15.53,14.32,,32.66,,20.309,1,0.685,3.716,13.1,,,,,
LISN.SW,24.63,1.94,,2.48,62.784,12.221,1,4.489,3.725,-14.3,,,,,
SCMN.SW,36.75,-2.18,,16.32,58.134,8.298,1,2.377,2.221,0.4,,,,,
RELIANCE.NS,213.62,10.70,,97.83,34.861,7.64,1,1.666,1.687,-8.4,,,,,
TCS.NS,90.76,8.60,,7.32,40.307,18.429,1,1.812,2.838,-25.0,,,,,
HDFCBANK.NS,146.88,-33.88,,9.86,,26.834,0,1.111,4.329,-10.9,,,,,
BHARTIARTL.NS,134.35,13.07,,31.54,67.652,12.653,1,,5.318,-5.7,,,,,
ICICIBANK.NS,119.16,13.81,,14.09,,24.929,0,,4.576,3.1,,,,,
INFY.NS,50.25,8.73,,4.71,29.517,16.435,1,1.973,2.22,-26.3,,,,,
SBIN.NS,114.54,-32.12,,-2.07,,22.114,0,,2.539,3.6,,,,,
LT.NS,69.53,10.59,,20.46,36.906,5.515,1,,1.991,5.9,,,,,
ITC.NS,43.52,-4.44,,-6.28,58.731,26.233,1,4.78,4.607,-16.5,,,,,
HINDUNILVR.NS,61.18,7.94,,4.27,50.583,23.329,1,6.496,7.924,-8.0,,,,,
BAJFINANCE.NS,72.96,45.61,,39.03,91.655,43.384,0,1.073,13.898,1.6,,,,,
MARUTI.NS,51.75,12.69,,12.85,27.837,8.008,1,,2.357,-9.6,,,,,
SUNPHARMA.NS,53.87,11.87,,5.82,80.254,19.636,1,1.859,7.694,8.1,,,,,
KOTAKBANK.NS,47.14,13.60,,18.16,,26.049,0,,5.316,-2.6,,,,,
AXISBANK.NS,51.26,15.57,,28.54,,35.393,0,,5.742,7.4,,,,,
TITAN.NS,45.61,9.61,,15.55,19.726,5.792,1,,4.348,6.6,,,,,
ULTRACEMCO.NS,39.94,12.29,,30.09,58.44,9.226,1,1.7,3.768,-4.7,,,,,
ASIANPAINT.NS,30.52,14.37,,11.02,43.303,12.155,1,4.917,7.162,3.9,,,,,
WIPRO.NS,22.03,7.24,,7.08,29.155,14.248,1,,1.986,-22.2,,,,,
ONGC.NS,35.26,18.92,,30.22,39.247,6.255,1,0.863,0.445,-9.4,,,,,
BHP.AX,197.18,12.20,,28.21,83.085,18.973,1,1.595,3.703,19.5,,,,,
CBA.AX,179.98,6.15,,6.02,,36.354,0,5.039,9.61,-1.4,,,,,
CSL.AX,36.36,-1.10,,-5.12,51.873,9.061,1,5.483,2.392,-26.9,,,,,
NAB.AX,76.31,6.07,,-8.17,,29.665,0,3.445,5.639,-10.2,,,,,
WBC.AX,79.17,2.32,,2.66,,31.495,0,3.267,5.404,-9.0,,,,,
ANZ.AX,69.73,3.60,,28.30,,27.417,0,1.201,4.926,-2.8,,,,,
FMG.AX,39.53,8.72,,12.93,41.898,22.849,1,,2.453,-5.9,,,,,
WES.AX,67.77,3.28,,6.87,33.661,6.596,1,3.828,2.219,11.2,,,,,
MQG.AX,60.25,,,3.24,,24.723,0,4.33,4.671,14.9,,,,,
GMG.AX,43.18,-7.56,,9.69,82.268,54.548,,2.167,21.169,5.5,,,,,
WOW.AX,32.59,3.70,,12.03,27.33,0.851,1,2.341,0.705,26.6,,,,,
TLS.AX,37.62,2.89,,7.36,48.942,9.795,1,5.434,2.469,2.2,,,,,
TCL.AX,30.20,8.07,,294.95,60.612,12.194,1,0.844,11.709,2.4,,,,,
WDS.AX,34.98,14.61,,39.16,34.935,20.933,0,,2.732,1.8,,,,,
ALL.AX,23.92,-2.86,,4.77,60.605,23.455,1,1.911,5.781,9.6,,,,,
REA.AX,11.96,-5.34,,13.34,62.73,29.277,1,1.597,9.292,-23.9,,,,,
COL.AX,21.45,2.52,,14.64,26.982,2.25,1,2.768,0.723,9.9,,,,,
STO.AX,15.24,45.40,,116.10,33.691,16.562,1,,3.129,1.8,,,,,
QBE.AX,24.52,7.82,,-3.76,18.176,11.528,1,9.977,1.328,18.5,,,,,
INOD,2.50,41.86,40.1,49.57,41.518,13.864,1,,8.831,21.0,,,,47.64|96.44|9.84|13.26|19.77,12.79|16.82|-1.02|-15.2|-2.59
RMBS,13.40,15.86,19.12,20.16,80.411,31.895,1,,18.579,14.1,,,,27.13|20.71|1.39|38.53|33.28,32.57|32.31|72.41|-3.15|5.58
SITM,18.75,84.06,65.19,145.31,55.698,-6.381,1,,49.364,67.4,,,,61.16|40.77|-49.23|29.61|88.37,-13.13|-46.18|-55.93|8.2|14.75
AMBA,2.94,12.99,28.12,27.46,58.817,-17.185,1,,7.255,-6.4,,,,37.15|25.78|-32.92|1.73|48.82,-19.42|-41.12|-74.81|-19.37|-7.96
ALGM,12.36,21.61,22.77,89.98,46.493,-1.674,1,1.557,13.886,86.4,,,,22.77|-30.91|7.78|26.67|30.02,-1.65|-10.04|14.57|19.26|15.55
CRUS,7.40,5.56,5.34,-3.84,52.778,20.748,1,,3.706,5.3,,,,5.34|5.99|-5.73|6.52|30.11,20.75|17.48|15.35|9.31|18.32
PEGA,5.09,13.19,3.5,29.24,74.962,20.044,1,,2.993,-36.5,,,,16.61|4.51|8.71|8.77|19.08,22.54|6.63|4.73|-26.22|-5.2
DV,1.68,9.42,12.17,23.06,82.241,7.159,1,0.632,2.193,2.4,,,,13.92|14.72|26.55|35.97|36.42,6.77|8.56|12.48|9.56|8.81
SOUN,2.77,37.51,79.98,0.00,40.587,-91.836,0,,15.054,-40.3,,,,99.45|84.62|47.36|46.86|62.84,-8.29|-414.06|-193.88|-374.93|-375.24
BBAI,1.72,11.99,-20.34,0.00,25.764,-226.691,0,,13.539,-30.4,,,,-19.31|1.98|0.1|6.48,-230.21|-186.78|-45.54|-71.84|-84.87
